env_package	samp_size	count
	712 individual	1
	713 individual	1
	B1_30m_3μm	1
	72 - 4 cm in any single dimension tissue biopsy	1
	72428756	1
	72175	1
	7207	1
	72043	1
	7200	1
	720 ml	1
	720 mL	1
	0,224400	1
	72 pooled cores (depth 10 cm, diam 5 cm)	1
	72 ml	1
	72 mg	1
	72 individual	1
	0,225167	1
	71307	1
	719963937	1
	7197	1
	719 individual	1
	718 individual	1
	71784691	1
	7173	1
	717 individual	1
	716 individual	1
	7154	1
	715 individual	1
	714 individual	1
	71350	1
	70040	1
	70005	1
	0,226628	1
	7,346,439	1
	7.29 mg	1
	7.275 L	1
	7.25Mb	1
	7.225 L	1
	7.2 g	1
	7.175 L	1
	7.105 L	1
	7.0 liters	1
	0,246131	1
	7,692,787	1
	7,661,157	1
	7,545,118	1
	7 pieces of feces	1
	700 milligrams	1
	0,247529	1
	7 melons	1
	7 individual	1
	7 gallons	1
	7 cm2	1
	7 cm cores.	1
	0,248696	1
	7 - 4 cm in any single dimension tissue biopsy	1
	0,250400	1
	0,250403	1
	6ml	1
	6lb 9oz	1
	7.36 L	1
	7.37Mb	1
	7.4 g	1
	7.44Mb	1
	0,226741	1
	700 individual	1
	700 g- 1000 g	1
	70,94mg	1
	70 ul	1
	70 pooled cores (depth 10 cm, diam 5 cm)	1
	70 individual	1
	70 gm roots	1
	70 cysts	1
	70 - 4 cm in any single dimension tissue biopsy	1
	0,229422	1
	7.8Mb	1
	7.875 L	1
	7.825 L	1
	7.775 L	1
	7.725 L	1
	7.6G	1
	7.60 mg	1
	7.6 g	1
	7.58Mb	1
	7.55 L	1
	7.52 L	1
	7.5 L	1
	7.4G	1
	7.45 L	1
	725	1
	72519	1
	72566	1
	76576	1
	77119	1
	770 milligrams	1
	77 pooled cores (depth 10 cm, diam 5 cm)	1
	77 individual	1
	77 g	1
	77 - 4 cm in any single dimension tissue biopsy	1
	0,210264	1
	76912	1
	76790	1
	76700	1
	76694464	1
	76594	1
	765	1
	75953	1
	76463	1
	7632	1
	76318	1
	7618	1
	76121972	1
	7608	1
	76058	1
	44 - 4 cm in any single dimension tissue biopsy	1
	760 milligrams	1
	76 pooled cores (depth 10 cm, diam 5 cm)	1
	76 individual	1
	76 - 4 cm in any single dimension tissue biopsy	1
	77183	1
	7724	1
	77379	1
	77773	1
	790 ml	1
	79.4 g dry cryoconite	1
	79 pooled cores (depth 10 cm, diam 5 cm)	1
	79 individual	1
	79 g dry cryoconite	1
	79 g	1
	79 - 4 cm in any single dimension tissue biopsy	1
	0,205003	1
	78880	1
	78771	1
	78708391	1
	0,206235	1
	785	1
	78359	1
	7811231231	1
	780 milligrams	1
	78.79 grams	1
	78.23 ng/ul	1
	78,98mg	1
	78 pooled cores (depth 10 cm, diam 5 cm)	1
	78 mg	1
	78 individual	1
	78 - 4 cm in any single dimension tissue biopsy	1
	0,208409	1
	77977	1
	0,210425	1
	758388	1
	7263	1
	73179	1
	74 pooled cores (depth 10 cm, diam 5 cm)	1
	74 mg	1
	74 individual	1
	74 - 4 cm in any single dimension tissue biopsy	1
	0,215200	1
	73953	1
	73749	1
	73623	1
	736 ml	1
	73562	1
	7354	1
	73493	1
	731	1
	75823	1
	73051	1
	730 mL	1
	73 pooled cores (depth 10 cm, diam 5 cm)	1
	73 individual	1
	73 - 4 cm in any single dimension tissue biopsy	1
	0,222105	1
	72995	1
	729648	1
	72911	1
	72907	1
	72901949	1
	72856	1
	74.09 ng/ul	1
	740 ml	1
	74101786	1
	74168	1
	7579	1
	75708	1
	755	1
	753689413	1
	7515	1
	750mL	1
	75.7 g dry cryoconite	1
	75,28mg	1
	75 �l of washing PBS from respective eye nictitating membrane tissue sample	1
	75 pooled cores (depth 10 cm, diam 5 cm)	1
	75 mg	1
	75 l eraser fibers	1
	75 individual	1
	0,212917	1
	75 - 4 cm in any single dimension tissue biopsy	1
	0,213150	1
	7490	1
	74855	1
	74840	1
	7473	1
	74626	1
	74584	1
	74542	1
	742513	1
	74226524	1
	6kg	1
	0,254246	1
	0,256434	1
	64.8L	1
	6442653308	1
	644 individual	1
	64398	1
	64394	1
	64333	1
	64330	1
	643 individual	1
	642 individual	1
	641 individual	1
	640mL	1
	640 individual	1
	640	1
	64.39 ng/ul	1
	63692	1
	64 pooled cores (depth 10 cm, diam 5 cm)	1
	64 mg	1
	64 individual	1
	64 - 4 cm in any single dimension tissue biopsy	1
	0,282459	1
	63mL	1
	63993	1
	63974	1
	639 individual	1
	638,414 seq. count.	1
	638 individual	1
	63750	1
	64431	1
	644417853	1
	64457	1
	64463	1
	65324	1
	653 individual	1
	65249	1
	6520 l	1
	652 individual	1
	651 individual	1
	650 individual	1
	0,277156	1
	65.2 g dry cryoconite	1
	65 pooled cores (depth 10 cm, diam 5 cm)	1
	65 mg	1
	65 individual	1
	65 - 4 cm in any single dimension tissue biopsy	1
	0,282157	1
	64mL	1
	64953	1
	649 individual	1
	64857386	1
	64846	1
	648 individual	1
	647 individual	1
	646 individual	1
	64595	1
	64579	1
	645 individual	1
	637 individual	1
	636 individual	1
	655 individual	1
	62-61	1
	624 individual	1
	623 individual	1
	62236	1
	622 individual	1
	6217067137	1
	62137	1
	621 individual	1
	620 individual	1
	62-9	1
	62-8	1
	62-7	1
	62-62	1
	62-60	1
	635 individual	1
	62-6	1
	62-59	1
	62-58	1
	62-57	1
	62-56	1
	62-55	1
	62-54	1
	62-53	1
	62-52	1
	62-51	1
	62-50	1
	62-5	1
	62430	1
	625 individual	1
	625 mL	1
	62534	1
	63415	1
	634 individual	1
	633 individual	1
	6322501615	1
	632 individual	1
	631 individual	1
	630 individual	1
	63 pooled cores (depth 10 cm, diam 5 cm)	1
	63 mg	1
	63 individual	1
	63 - 4 cm in any single dimension tissue biopsy	1
	0,283553	1
	62mL	1
	6295	1
	629 individual	1
	62862	1
	628 individual	1
	6272	1
	6270 l	1
	627 individual	1
	62689	1
	62665	1
	62633	1
	626 individual	1
	62586	1
	654 individual	1
	656 individual	1
	0,259949	1
	68055	1
	685 individual	1
	6843 bp	1
	6840	1
	684 individual	1
	68354	1
	68344	1
	683 individual	1
	682 individual	1
	68160	1
	681 individual	1
	6809295737	1
	68091	1
	680 mL	1
	678 individual	1
	680 individual	1
	68.6 g dry cryoconite	1
	68.3 g dry cryoconite	1
	68 pooled cores (depth 10 cm, diam 5 cm)	1
	68 individual	1
	68 - 4 cm in any single dimension tissue biopsy	1
	0,264748	1
	67mL	1
	67968	1
	67928	1
	679 individual	1
	67868	1
	686	1
	686 individual	1
	6866	1
	687 individual	1
	6AM1_D8	1
	69mL	1
	699 individual	1
	69818	1
	698 individual	1
	69711	1
	69705	1
	697 individual	1
	696 individual	1
	695 individual	1
	694 individual	1
	6933	1
	693 individual	1
	692 individual	1
	69125	1
	691 individual	1
	690 individual	1
	69 pooled cores (depth 10 cm, diam 5 cm)	1
	69 individual	1
	69 - 4 cm in any single dimension tissue biopsy	1
	0,260628	1
	68mL	1
	689 individual	1
	688 individual	1
	6875 l	1
	67849	1
	67786	1
	65642	1
	660 ml	1
	6675552736	1
	667 individual	1
	66621	1
	666 individual	1
	66534	1
	665 individual	1
	664 individual	1
	663 individual	1
	6625293303	1
	6625	1
	662 individual	1
	661 individual	1
	660 individual	1
	67762	1
	66 pooled cores (depth 10 cm, diam 5 cm)	1
	66 individual	1
	66 - 4 cm in any single dimension tissue biopsy	1
	0,269125	1
	65mL	1
	659 individual	1
	65886	1
	6588	1
	6587732639	1
	658 individual	1
	657 individual	1
	65664	1
	668 individual	1
	669 individual	1
	66901974	1
	66946	1
	6775	1
	677 individual	1
	67674	1
	676 individual	1
	67595	1
	675 mL	1
	675 individual	1
	67451	1
	674 individual	1
	673 individual	1
	67280	1
	67276	1
	672 individual	1
	6717579210	1
	671 individual	1
	670 ml	1
	670 individual	1
	67,23mg	1
	67 pooled cores (depth 10 cm, diam 5 cm)	1
	67 individual	1
	67 g dry cryoconite	1
	67 - 4 cm in any single dimension tissue biopsy	1
	0,265571	1
	66mL	1
	66977595	1
	7947	1
	796258223	1
	79694	1
	92 pooled cores (depth 10 cm, diam 5 cm)	1
	93 pooled cores (depth 10 cm, diam 5 cm)	1
	93 mg	1
	93 individual	1
	93 - 4 cm in any single dimension tissue biopsy	1
	92954	1
	92613	1
	926	1
	925263750	1
	92398	1
	92230	1
	922	1
	92,19mg	1
	92 mg	1
	9102	1
	92 individual	1
	92 g dry cryoconite	1
	92 - 4 cm in any single dimension tissue biopsy	1
	918	1
	917	1
	91659728	1
	91642	1
	915 ml	1
	91476568	1
	91429	1
	91363	1
	91096	1
	930	1
	931	1
	932	1
	93219	1
	950	1
	95.9 g dry cryoconite	1
	95 pooled cores (depth 10 cm, diam 5 cm)	1
	95 mg	1
	95 individual	1
	95 - 4 cm in any single dimension tissue biopsy	1
	94911	1
	94894571	1
	94851	1
	94541	1
	942	1
	941087750	1
	941	1
	9409	1
	940 ml	1
	94 pooled cores (depth 10 cm, diam 5 cm)	1
	94 individual	1
	94 g	1
	94 - 4 cm in any single dimension tissue biopsy	1
	93mL	1
	93948	1
	9357.41 ng	1
	935	1
	934	1
	9323	1
	91088	1
	910 mL	1
	952713500	1
	9 cm2	1
	9.5 liters	1
	9.5	1
	9.47 mg	1
	9.45 mg	1
	9.3 cm	1
	9.17Mb	1
	9,351,989	1
	9 pooled cores (depth 10 cm, diam 5 cm)	1
	9 pieces of feces	1
	9 ml	1
	9 individual	1
	9 gallons	1
	9 - 4 cm in any single dimension tissue biopsy	1
	91.6 g dry cryoconite	1
	8ml	1
	8lb 9oz	1
	8lb 6oz	1
	8lb 13oz	1
	8lb 12oz	1
	8lb	1
	8g from top 2cm	1
	8cm	1
	0 root fragments	1
	8AM4_D8	1
	89825	1
	898016750	1
	9.52Mb	1
	9.56 mg	1
	9.6 liters	1
	9.62 g	1
	91.14	1
	91 pooled cores (depth 10 cm, diam 5 cm)	1
	91 mg	1
	91 individual	1
	91 - 4 cm in any single dimension tissue biopsy	1
	'not applicable'	1
	90cm	1
	90L	1
	90848	1
	9045	1
	90232	1
	900 mL surface water, 100 mL wastewater,1 g horse feces, 1 g dog feces, 1 g goose feces	1
	900 mL surface water, 100 mL wastewater, 1 g horse feces, 1 g dog feces,1 g goose feces	1
	900 mL surface water, 1 g horse feces,1 g dog feces, 1 g goose feces	1
	900 mL surface water, 1 g horse feces, 1 g dog feces, 1 g goose feces	1
	90 pooled cores (depth 10 cm, diam 5 cm)	1
	90 liters	1
	90 individual	1
	90 - 4 cm in any single dimension tissue biopsy	1
	.25g soil extracted per sample	1
	9.91Mb	1
	9.83 L	1
	9.75 L	1
	9.7 L	1
	9.67 g	1
	950ml	1
	953	1
	89788	1
	<0.5 mm	1
	A1_10m_20μm	1
	A1	1
	>5g soil per replicate	1
	>350 um	1
	>1.5 mm	1
water	20 L	1
water	20 liters	1
	> 1.0 mm	1
	<1g	1
water	3 L	1
	<1 cc	1
water	30L	1
	<0.2um	1
	99 individual	1
	<0.2mm	1
	< 5kg	1
	< 350 um	1
	9x 100 mg	1
	9lb 14oz	1
	9AM5_D8	1
	9: (adults=6; chicks=3)	1
	99849	1
	9979989147	1
	9921	1
	9905	1
	9903	1
	A1_39m_20μm	1
	A1_3m_20μm	1
	A2	1
	A3	1
	B1_30m_20μm	1
	B11_75m_3μm	1
	B11_75m_20μm	1
	B11_50m_3μm	1
	B11_50m_20μm	1
	B11_500m_3μm	1
	B11_500m_20μm	1
	B11_3m_20μm	1
	B11_200m_3μm	1
	B11_200m_20μm	1
	B11_100m_3μm	1
	B11_100m_20μm	1
	B11_1000m_3μm	1
	B11_1000m_20μm	1
	B1	1
	B	1
	Approximately 250 g	1
water	1.7 liter	1
	Amount or size of sample (volume, mass or area) that was collected	1
	A3_40m_3μm	1
	A3_40m_20μm	1
	A3_3m_3μm	1
	A3_3m_20μm	1
	A3_20m_3μm	1
	A3_20m_20μm	1
	99 pooled cores (depth 10 cm, diam 5 cm)	1
	99 - 4 cm in any single dimension tissue biopsy	1
	954	1
	9644	1
	970 ml	1
	97 pooled cores (depth 10 cm, diam 5 cm)	1
	97 mg	1
	97 liters	1
	97 individual	1
	97 - 4 cm in any single dimension tissue biopsy	1
water	8-Liter	1
	968770000	1
	9674	1
	967088000	1
	96564	1
	9649 bp	1
	962330250	1
water	6 L	1
	9615	1
	9611	1
	9604	1
	960 ml	1
	96 soil samples	1
	96 pooled cores (depth 10 cm, diam 5 cm)	1
	96 individual	1
	96 - 4 cm in any single dimension tissue biopsy	1
	9598	1
	9595	1
	95834	1
	955258000	1
	9703	1
	970680500	1
	9716	1
	973449250	1
	9883	1
	98683	1
	98536	1
	985302500	1
	9850	1
	985 ml	1
	985	1
	984419000	1
	98389	1
	9835	1
	98294	1
	982574500	1
	9816	1
	9812	1
	98045	1
	980 ml	1
	98,44mg	1
	98 pooled cores (depth 10 cm, diam 5 cm)	1
	98 mg	1
	98 individual	1
	98 - 4 cm in any single dimension tissue biopsy	1
	97814	1
	97617	1
	976 ml	1
	975609111	1
	898	1
	89714	1
	79714	1
	800.000 cells/mL	1
	80075	1
	80068	1
	80062	1
	80055	1
	80050	1
	80046	1
	80040	1
	80029	1
	80028	1
	80004	1
	80003	1
	8000 mL	1
	800-1500g	1
	8.9 g	1
	0,177125	1
	800 L	1
	80 specimens	1
	80 samples	1
	80 pooled cores (depth 10 cm, diam 5 cm)	1
	0,177522	1
	0,181753	1
	80 individual	1
	0,183028	1
	0,183932	1
	80 - 4 cm in any single dimension tissue biopsy	1
	0,186480	1
	80079	1
	80081	1
	80087	1
	0,170031	1
	815358	1
	815 mg	1
	81234	1
	8120	1
	81184 bp	1
	8116	1
	81154	1
	810 ml	1
	810 mL	1
	81 pooled cores (depth 10 cm, diam 5 cm)	1
	81 individual	1
	81 - 4 cm in any single dimension tissue biopsy	1
	0,159832	1
	80mg	1
	0,162930	1
	0,169845	1
	80L	1
	8059	1
	80574	1
	80398	1
	8030	1
	8023	1
	80162	1
	80154	1
	800ml	1
	8.94 mg	1
	8.7cm	1
	8162246855	1
	79916	1
	7AM2_D8	1
	79999	1
	79998	1
	79994	1
	79986	1
	79964	1
	7995	1
	79946	1
	79938	1
	79935	1
	79926	1
	79920	1
	79906	1
	8.7 cm	1
	79903	1
	79861	1
	79848	1
	79843	1
	79810	1
	79805	1
	79804	1
	79793	1
	79768	1
	79754	1
	79741	1
	79720	1
	7G	1
	7L seawater	1
	7cm	1
	7cm lengths of hose	1
	0,187778	1
	8.5	1
	8.4cm	1
	8.2 g	1
	8.18Mb	1
	8.18 mg	1
	8.1 g dry cryoconite	1
	8-Oct-10	1
	0,188876	1
	8 ml	1
	8 melons	1
	8 litre each	1
	8 liters	1
	8 individual	1
	8 gallons	1
	0,193336	1
	8 cm2	1
	8 Liter	1
	0,197442	1
	8 ?g	1
	8 - 4 cm in any single dimension tissue biopsy	1
	0,202640	1
	0,204207	1
	7lb 2oz	1
	7lb 12oz	1
	8159	1
	81906	1
	896	1
	8602	1
	870 ml	1
	87,48mg	1
	87 pooled cores (depth 10 cm, diam 5 cm)	1
	87 individual	1
	87 - 4 cm in any single dimension tissue biopsy	1
	0,121869	1
	86981	1
	868	1
	86636	1
	866	1
	8649	1
	8608	1
	86.8 g dry cryoconite	1
	85356	1
	86.6 g dry cryoconite	1
	86 pooled cores (depth 10 cm, diam 5 cm)	1
	86 mg	1
	86 individual	1
	86 - 4 cm in any single dimension tissue biopsy	1
	0,127497	1
	8596	1
	8565	1
	85526	1
	85494734	1
	8549	1
	8540	1
	872	1
	87485	1
	8753	1
	8754	1
	8955	1
	894009356	1
	893	1
	892	1
	890956750	1
	89056485	1
	890 milligrams	1
	89.7 g dry cryoconite	1
	89 pooled cores (depth 10 cm, diam 5 cm)	1
	89 mg	1
	89 individual	1
	89 - 4 cm in any single dimension tissue biopsy	1
	0,045237	1
	889712919	1
	8890	1
	887	1
	88342	1
	88200	1
	88152	1
	88 pooled cores (depth 10 cm, diam 5 cm)	1
	88 mg	1
	88 individual	1
	88 - 4 cm in any single dimension tissue biopsy	1
	0,117712	1
	877944	1
	85376	1
	853	1
	81956	1
	8280	1
	83111	1
	8303	1
	83027	1
	830 ml	1
	830 mL	1
	83.41	1
	83 pooled cores (depth 10 cm, diam 5 cm)	1
	83 individual	1
	83 g	1
	83 - 4 cm in any single dimension tissue biopsy	1
	0,157272	1
	82899	1
	8279	1
	850ml	1
	82538	1
	82527	1
	8241	1
	82374	1
	82250	1
	8220	1
	82022	1
	82 pooled cores (depth 10 cm, diam 5 cm)	1
	82 individual	1
	82 - 4 cm in any single dimension tissue biopsy	1
	0,157837	1
	81L	1
	8336	1
	83381	1
	834358842	1
	8356	1
	850 ml	1
	850	1
	85,89mg	1
	85 pooled cores (depth 10 cm, diam 5 cm)	1
	85 mg	1
	85 individual	1
	85 - 4 cm in any single dimension tissue biopsy	1
	0,150638	1
	84923	1
	84751	1
	84724	1
	845578	1
	84446	1
	84397	1
	8417	1
	84156 OTU reads	1
	84147	1
	8405395369	1
	840 mL	1
	84 pooled cores (depth 10 cm, diam 5 cm)	1
	84 individual	1
	84 - 4 cm in any single dimension tissue biopsy	1
	0,156861	1
	83728	1
	83686	1
	44 L	1
	3830 mL	1
	0.043	1
	16612	1
	166.9	1
	166 ml	1
	166 mg	1
	166 m3	1
	166 individual	1
	166 - 4 cm in any single dimension tissue biopsy	1
	165 mg	1
	165 m3	1
	165 individual	1
	165 g	1
	165 - 4 cm in any single dimension tissue biopsy	1
	164cm	1
	164488685	1
	164137	1
	1640 ml	1
	1640 mL	1
	1640	1
	164 ml	1
	164 mg	1
	164 m3	1
	164 individual	1
	164 - 4 cm in any single dimension tissue biopsy	1
	1633	1
	163 mg	1
	163 m3	1
	163 individual	1
	163 - 4 cm in any single dimension tissue biopsy	1
	1660	1
	1662160kb	1
	1580	1
	1663127146	1
	169 m3	1
	169 individual	1
	169 - 4 cm in any single dimension tissue biopsy	1
	168Mbp	1
	16857	1
	1685 mL	1
	1684871kb	1
	168166	1
	1680 ml	1
	1680 mL	1
	168 ml	1
	168 mg	1
	168 m3	1
	168 individual	1
	168 - 4 cm in any single dimension tissue biopsy	1
	1674402kb	1
	167327	1
	16732	1
	167276356	1
	167.3 g dry cryoconite	1
	167 mg	1
	167 m3	1
	167 individual	1
	167 - 4 cm in any single dimension tissue biopsy	1
	166Mbp	1
	16642740	1
	16641	1
	162Mbp	1
	16272	1
	16232	1
	1620 ml	1
	16,4mg	1
	16 μl	1
	16 pooled cores (depth 10 cm, diam 5 cm)	1
	16 individual	1
	16 cm2	1
	16 batch cultures were grown, and regrown 6 times in new containers over 6 weeks. The inocula for the batch cultures were from two boreal lakes, approximately 50mL lake water was used per sample.	1
	16 - 4 cm in any single dimension tissue biopsy	1
	0.452g	1
	0.46 g	1
	0.463g	1
	0.465	1
	0.466g	1
	15_cm	1
	15AM6_D26	1
	159Mbp	1
	15984	1
	159547	1
	1591	1
	1590 mL	1
	1590	1
	159 mg	1
	159 m3	1
	159 individual	1
	159 - 4 cm in any single dimension tissue biopsy	1
	158Mbp	1
	158748	1
	158276	1
	16.4 g dry cryoconite	1
	16.49 g	1
	16.56 g	1
	161 individual	1
	162 ml	1
	162 mg	1
	162 m3	1
	162 individual	1
	162 - 4 cm in any single dimension tissue biopsy	1
	16191	1
	16150	1
	1615 mL	1
	161161401	1
	161.84	1
	161 mg	1
	161 m3	1
	161 - 4 cm in any single dimension tissue biopsy	1
	16.74 g	1
	16055	1
	160453661	1
	1600ml	1
	1600micron	1
	1600 l	1
	1600	1
	160.7 g dry cryoconite	1
	160 mg	1
	160 m3	1
	160 individual	1
	160 g of sediments	1
	160 - 4 cm in any single dimension tissue biopsy	1
	169 mg	1
	1690 ml	1
	16947	1
	175 individual	1
	17797	1
	1775235582	1
	1772	1
	177 mg	1
	177 m3	1
	177 individual	1
	177 - 4 cm in any single dimension tissue biopsy	1
	17691	1
	1766 bp	1
	1762854714	1
	1761352876	1
	1761275995	1
	1760949622	1
	1760 mL	1
	176 ml	1
	176 mg	1
	176 m3	1
	176 individual	1
	176 - 4 cm in any single dimension tissue biopsy	1
	0.43789999999999996	1
	17530	1
	17521	1
	17517	1
	175.5L	1
	0.44	1
	175 mg	1
	175 mL	1
	0.436g	1
	178 - 4 cm in any single dimension tissue biopsy	1
	178 individual	1
	1794891870	1
	18.02	1
	18 μl	1
	18 pooled cores (depth 10 cm, diam 5 cm)	1
	18 liters	1
	18 insects	1
	18 individual	1
	18 cm2	1
	0.432g	1
	18 - 4 cm in any single dimension tissue biopsy	1
	0.4364 g	1
	17lb	1
	17_cm	1
	179 mg	1
	178 m3	1
	179 m3	1
	179 individual	1
	179 - 4 cm in any single dimension tissue biopsy	1
	178mL	1
	1789 bp	1
	17866	1
	1784524939	1
	17841	1
	1780 ml	1
	1780	1
	178 ml	1
	178 mg	1
	175 m3	1
	175 - 4 cm in any single dimension tissue biopsy	1
	16959371	1
	174mL	1
	17075	1
	1700 ml	1
	1700	1
	170 mg	1
	170 m3	1
	170 individual	1
	170 g	1
	170 - 4 cm in any single dimension tissue biopsy	1
	0.4412 g	1
	17.5	1
	17.28	1
	17-Oct-10	1
	17,3mg	1
	17 μl	1
	17 pooled cores (depth 10 cm, diam 5 cm)	1
	17 pieces of feces	1
	17 isolates	1
	17 individual	1
	17 cm2	1
	17 - 4 cm in any single dimension tissue biopsy	1
	0.443g	1
	16_cm	1
	0.4464g	1
	169mL	1
	169Mbp	1
	1699256696	1
	16960	1
	170816	1
	170Mbp	1
	171 - 4 cm in any single dimension tissue biopsy	1
	173 individual	1
	174Mbp	1
	17489	1
	17466	1
	174 ml	1
	174 mg	1
	174 m3	1
	174 individual	1
	174 - 4 cm in any single dimension tissue biopsy	1
	1739670450	1
	173292	1
	173 mg	1
	173 m3	1
	173 - 4 cm in any single dimension tissue biopsy	1
	171 individual	1
	1725349588	1
	17229	1
	172.44	1
	172 ml	1
	172 mg	1
	172 m3	1
	172 individual	1
	172 - 4 cm in any single dimension tissue biopsy	1
	17112	1
	1710 mL	1
	171 mg	1
	171 m3	1
	1580 ml	1
	158 ml	1
	136029	1
	14404	1
	144 ml	1
	144 m3	1
	144 individual	1
	144 - 4 cm in any single dimension tissue biopsy	1
	0.5085g	1
	143cm	1
	143 m3	1
	143 individual	1
	143 - 4 cm in any single dimension tissue biopsy	1
	14237	1
	1420	1
	142 ml	1
	142 m3	1
	142 individual	1
	142 - 4 cm in any single dimension tissue biopsy	1
	14171	1
	14150	1
	141475	1
	1414	1
	1410	1
	141 m3	1
	141 individual	1
	141 - 4 cm in any single dimension tissue biopsy	1
	14096 bp	1
	14083	1
	14060	1
	14041	1
	1440 mL	1
	1441bp	1
	158 mg	1
	14439.88 ng	1
	14711	1
	14706	1
	147 m3	1
	147 individual	1
	147 - 4 cm in any single dimension tissue biopsy	1
	146903	1
	14630	1
	1460 mL	1
	146 ml	1
	146 m3	1
	146 individual	1
	146 - 4 cm in any single dimension tissue biopsy	1
	145mL	1
	14598	1
	14584	1
	14570	1
	1457	1
	14551	1
	0.50 mg	1
	145 m3	1
	145 individual	1
	145 - 4 cm in any single dimension tissue biopsy	1
	144Mbp	1
	14496	1
	14477	1
	14465 OTU reads	1
	0.502g	1
	140134	1
	14005	1
	1400 milligrams	1
	140 ml	1
	139555869	1
	139.18	1
	139 m3	1
	139 individual	1
	139 - 4 cm in any single dimension tissue biopsy	1
	138mL	1
	138814344	1
	138669	1
	13864	1
	1385 mL	1
	13832	1
	1380 mL	1
	138 m3	1
	138 individual	1
	138 g	1
	138 - 4 cm in any single dimension tissue biopsy	1
	137685	1
	13761	1
	137366	1
	13723	1
	13707	1
	137 m3	1
	137 individual	1
	137 - 4 cm in any single dimension tissue biopsy	1
	1367	1
	13655060	1
	136216	1
	1396	1
	13960	1
	13AM4_D26	1
	14,8mg	1
	140 milligrams	1
	140 m3	1
	140 individual	1
	140 - 4 cm in any single dimension tissue biopsy	1
	0.5086 g	1
	14.8	1
	0.5095g	1
	14.6cm	1
	14.65	1
	14.54	1
	14.33	1
	14.1cm	1
	14,676,387	1
	13_cm	1
	14,534,672	1
	14,1mg	1
	14 μl	1
	14 species	1
	14 pooled cores (depth 10 cm, diam 5 cm)	1
	14 individual	1
	14 g dry cryoconite	1
	14 cm2	1
	14 - 4 cm in any single dimension tissue biopsy	1
	0.510 L	1
	13lb 7oz	1
	13lb	1
	148 - 4 cm in any single dimension tissue biopsy	1
	148 individual	1
	148 m3	1
	151 - 4 cm in any single dimension tissue biopsy	1
	15406	1
	154 ml	1
	154 mg	1
	154 m3	1
	154 individual	1
	154 - 4 cm in any single dimension tissue biopsy	1
	15399	1
	15395	1
	153 mg	1
	153 m3	1
	153 individual	1
	153 - 4 cm in any single dimension tissue biopsy	1
	15279	1
	15270	1
	152491	1
	1520	1
	152 ml	1
	152 mg	1
	152 m3	1
	152 individual	1
	152 - 4 cm in any single dimension tissue biopsy	1
	151700	1
	151203	1
	15106	1
	151.41	1
	151 mg	1
	151 m3	1
	15437	1
	155 - 4 cm in any single dimension tissue biopsy	1
	155 individual	1
	15618	1
	158 m3	1
	158 individual	1
	158 - 4 cm in any single dimension tissue biopsy	1
	0.4685 g	1
	1575 ml	1
	15747070	1
	15717	1
	157 mg	1
	157 m3	1
	157 individual	1
	157 - 4 cm in any single dimension tissue biopsy	1
	15649	1
	156.16	1
	155 m3	1
	156 ml	1
	156 mg	1
	156 m3	1
	156 individual	1
	156 - 4 cm in any single dimension tissue biopsy	1
	15572	1
	15549	1
	15548	1
	15517	1
	155099	1
	155.96	1
	155 mg	1
	151 individual	1
	150uL	1
	148 ml	1
	0.47	1
	15 pieces of feces	1
	0.499g	1
	0.4L	1
	0.5 - 1 g	1
	15 insects	1
	15 individuals	1
	15 individual	1
	0.5 g of soil subsample used in extraction	1
	15 g of marine sediment	1
	15 cm diameter core; 0-3cm core depth	1
	0.5-0.8mm	1
	0.5-1.0 mm	1
	0.5-3 g wet weight	1
	15 Gal	1
	15 - 4 cm in any single dimension tissue biopsy	1
	14lb 3oz	1
	14_cm	1
	14AM5_D26	1
	14: (adults=7; chicks=7)	1
	1490	1
	149 m3	1
	149 individual	1
	149 - 4 cm in any single dimension tissue biopsy	1
	1488937955	1
	1485	1
	1483	1
	1480 mL	1
	15 pooled cores (depth 10 cm, diam 5 cm)	1
	15 stroma from infected leaf	1
	15 μl	1
	150 m3	1
	150_mL	1
	150Mbp	1
	0.475	1
	150792	1
	1504	1
	15039	1
	150346056	1
	1500 l	1
	0.479g	1
	0.48 g	1
	150 mL per IGT	1
	0.481g	1
	150 individual	1
	15,678,322	1
	150 gm soil	1
	0.486g	1
	150 cells	1
	150 - 4 cm in any single dimension tissue biopsy	1
	0.49 mg	1
	15.81	1
	15.78	1
	15.7	1
	15.49	1
	15.04 g	1
	15-18cm	1
	15,945,343	1
	18.03 g	1
	18.04 mg	1
	18.16 ng/ul	1
	2.31g	1
	2.31 mg	1
	2.31 gram	1
	2.31 g	1
	2.30 mg	1
	2.30 gram	1
	2.30 L	1
	2.2mm X 6 mm	1
	2.29g	1
	2.29G	1
	2.28g	1
	2.28G	1
	2.27g	1
	2.26g	1
	2.25g	1
	2.25MB	1
	2.24g	1
	2.24MB	1
	2.24	1
	2.22g	1
	2.20MB	1
	2.20 gram	1
	2.2 L	1
	2.19g	1
	2.18g	1
	2.18B	1
	2.18 gram	1
	2.17MB	1
	2.31MB	1
	2.32 gram	1
	18.17 ng/ul	1
	2.32g	1
	2.48MB	1
	2.47G	1
	2.47 gram	1
	2.46MB	1
	2.45 gram	1
	2.44g	1
	2.43g	1
	2.42g	1
	2.42MB	1
	2.41g	1
	2.41MB	1
	2.41G	1
	2.4 Liters	1
	0.3205 g	1
	2.3g	1
