env_package	samp_collect_device	count
	Multiple Corer	48
	Sterilized root fragments from soil cores	48
	Nalgene bottles	48
	ESwab 480C, Copan Diagnostics Inc., US	48
	manual removal of non-rhizosphere soil from roots followed by washing rhizosphere soil into buffer and centrifugation to pellet	48
	scissors, tweezers	48
	litter bags	48
	Puerckhauer soil sampler	48
	Illumina MiSeq sequencer	48
	1.5cm diameter hole-punch	48
	Pot experiment	48
	Hot fluid and particle sampler mounted on remotely operated vehicle	48
	0.22-3 micron fraction	48
	Dug out from Messina harbor	47
	Free living fraction (3m to 0.22m)	47
	Root_excavation	47
	Flat membrane filtration	47
	a standard soil auger (5 cm inner diameter)	47
host-associated	Cotton swab	47
	spore trap	47
	collection in 1.5 ml Eppendorf tube	47
	Glue	47
	using a sterile cotton swab	47
	['Soil sampled from stream bank above water line with gloved fingers', '']	46
	K-B sediment corer	46
	Water was filtered using a vacuum pump on GF/F filters (nominal pore size 0.7 μm)	46
	Multicorer	46
	Gravity Corer	46
	Sterile falcon tube	46
	trawl	46
	Submerged sample bottle	46
	Gut content squeezed into tubes with 1mL RNAlater	46
	Not Applicable	46
	Submersible pump	45
	Rhizoplane	45
	sterile transfer pipette	45
	Filtered using Geopump through 1.2 micron cellulose nitrate filters	45
	Drilling rig URB-2A-2	45
	sharp surgical debridement	45
	ponar grab	45
	Soil cores collected in duplicate with metal soil corer (2.54 cm diameter, 30 cm length) and homogenized by depth in 10-cm increments, retaining the 10-20 cm increment.	45
	soil auger 7-cm diameter (Eijkelkamp)	45
	['Collected with a 5ml plastic syringe coring device', '']	44
	lavage	44
	The collection of soil samples has be done alongside the national roads of the country on approximately 50 km intervals. Prior to sampling, a digital camera and a GPS have been used for photographs and record of geographical positions, respectively . Vegetation and big particles on the top soil surface were then removed before the sampling of 4x100 g of soil from each sampling site. Labelled soils were stored in different ziplock bags and put in a cooler box for transportation to the laboratory.	44
	FOBT	44
	0.03µm filter with 0.20µm prefilter	44
	Livingston Corer	44
	120ml sterile serum bottles	44
	CTD-rosette equipped with 5 L free-flow bottles	44
	hand collected	44
	Bottle	44
	KPBT buffer	44
	Air gun and CMFSW	43
	Soil-drilling method	43
	Weck Cell sponge	43
	sterile saline-soaked swabs	43
	Bolton_Broth	43
	Water collected with Niskin bottle; filtered under low peristaltic pressure onto a 25 mm, 0.2 m pore size polyethersulfone filter (Supor)	42
	Tepe brush	42
	Sediment cores collected by gently inserting a clear acrylic cylinder into submerged river sediment to a depth of 80 mm. The location of each core was stratified by water depth (20-35 cm water depth) and the proximity to the bank (1-4 m from bank). The cylinders were capped on the base with a rubber stopper and gently removed from the river.	42
	collection in Sarstedt feces collection tube	42
	Teflon carboy	42
	slide	42
	Point contact method: At each location, three rocks of similar type and surface area (about 15 centimeter in diameter) were selected from a transverse profile approximately 0.3, 0.5 and 0.7 meters apart.	42
	Kajak corer	42
	0.22uM filtration	42
	whole intestine flash frozen in sterile 5 mL canonical tube	42
	FLOQSWABS	42
water	sequencial filtration using peristaltic pump	42
	spatule	42
	PALL super polyethersulfone filters (0.45 micrometers pore size, 47 mm diameter)	42
	First-pass meconium collected from nappies	42
	Amniotic fluid collected during caesarean section	42
	water pump	42
	Sampled with sterile bag	42
	swab_skin	42
	Hirst-type Spore Trap	42
	4000m sediment trap, RNA later preservation, 18S tag sequencing	42
	ligature	41
	male	41
	Dip net	41
	['Collected with vertical tows of a planton net.', '']	41
	Gravity corer	41
	scuba	41
	Urine_RT_3h	40
	Urine_RT_ON	40
	Kicknet sampling	40
	Urine_RT_4d	40
	Urine_RT_2d	40
	Urine_-20c_2d	40
	rectal palpation	40
	6.35cm AMS Inc. Impact Corer	40
	Urine_-20c_1h	40
	Urine_-20c_3h	40
	Urine_-20c_4d	40
	Soil Corer	40
	sterile Falcon tube	40
water	Schindler-Patalas	40
	biofilm carriers	40
	in situ biofilm trap	40
	Urine_4c_3h	40
	aliquot	40
	Urine_RT_1h	40
	Remotely Operated Vehicle	40
	standard tubes	40
	Urine_4c_4d	40
	Urine_4c_2d	40
	Urine_4c_ON	40
	Bat was mist netted, place in cloth bag and allowed to defecate after which fecal pellets were collected	40
	fistula + vacuum suction pump	40
	Urine_4c_1h	40
	Fecal pellets	40
	Brushing during colonscopy	40
	Urine_RT_0h	40
soil	corer	40
	Urine_4c_0h	40
	Fe-Col Faeces Collection device	40
	200uM cot-end zooplankton net	40
	voided fecal sample	40
	Urine_-20c_ON	40
	Tissue was sampled after peeling the shell and dissecting the tail muscle from the shrimp	40
	Rod-driven piston corer	40
	Container	40
	Sterile Clinicol	39
	Sterile 50 ml centrifuge tubes	39
	0.1 um pore size teflon filters	39
	Plastic bags	39
	DNA/RNA Shield Collection Tube (2ml fill)	39
	Box core	39
	All deep litter layer	39
	First 5cm mineral soil	39
	section stored in RNAlater	39
	sterile equipment	39
	16s rDNA high-throughput sequencing	39
	Sample collection tubes	39
	Tape_stripping_technique	39
	Sherman trap	39
	0.2�m filter	38
	Cellulose Acetate membrane filters	38
	Drop pipette	38
	Whatman Omniswab	38
	bulk	38
	Salivette	38
	Urine_-20c_0h	38
	Manual dissection	38
	Geoprobe® machine DT22 system, inner rod string diameter 28.5 mm	38
	AnaerobicGasPak	38
	Prefiltration of seawater, frozen for molecular sampling	38
	The sample was already in litter bags tied to a string	38
	Self-collected	38
	Rectal swab	38
	sawdust generated with sterile 4 mm drill bit	38
	swab sampling (360 degrees once)	38
host-associated	skin swab	37
	collected from intestine	37
	Slide grown biofilms	37
	0.2µm sterivex filter	37
	0.22 µm filtration	37
	Sterile blades	37
	Mid-trimester amniocentesis	37
	Core sampling	37
	Random	37
	hammer|sterile chisels|sterile forceps	37
	Multicore	37
	gravity sediment plastic corer	36
	Centrifugation	36
	Pruner	36
	Ceramic cups, clean spatula	36
	surgery	36
	DNA was extracted from 1 L of seawater filtered through 47 mm diameter, 0.45 µm pore-size, mixed cellulose ester filters (Advantec) under 45 mm Hg negative pressure	36
	floatation on MgSO4, collection and washing on 20 µm sieve	36
	teflon spoon	36
	Canulation	36
	rumen fistula	36
	FastDNA kit for soil (MP,USA)	36
	a sterile cotton swab	36
	Box-corer	36
host-associated	crewed submersible	36
	Five-point mixed sampling	36
	Fecal loop	36
	water bottle	36
	['Collected from the top of 12-25 cm diameter rocks by pre-rinsing rocks with 0.2 micron filtered stream water, scrubbing rock surfaces with clean wire brushes, washing dislodged epilithon into a clean basin with 0.2 micron filtered stream water, and centrifuging at 5000 x G for 10 minutes in 50 ml conical bottom tubes', '']	36
	aesophageal probes	36
	BD BBL CultureSwab sterile media-free rayon-tipped swab	36
	litter bag	36
	plastic tube	36
	at slaughter	36
	Surface towing of phytoplankton net	36
	Frozen storage tube	36
	drilling (direct push liners)	36
	Bat was mistnetted and a wing punch was taken	36
	Glew Gravity Corer	36
	Integrated water samples 0-10m	36
	Whole tissue extraction	36
	peristaltic pump/in-situ filtration	36
	Hays were made in July 2013, were well conserved and had no visible signs of microbial spoilage. Post-purchase, all bales were labelled and stored off the ground on pallets in a wooden building at the Royal Agricultural University.	36
	sampled using an auger	36
	oral stomach tube	36
	sterile 1L glass bottle	36
	Sterile urine container	36
	natural stones coastal area	36
	K3-EDTA	36
	6-STAGE VIABLE ANDERSEN CASCADE IMPACTOR	36
	Multi Corer	35
	PVC sediment corer	35
	overboard sediment grab	35
	SIPRE core frozen	34
	Metal scrape	34
	30 µm filtered flush water on 0.2 µm filter	34
	settlement plates	34
	plankton net 30um	34
	frozen at -80 in RNAlater	34
	Feces	34
	Sterilized EP tube	34
	tube collection	34
	push core on ROV JASON	34
	RAMP Sampler	34
	vacuum filtration	34
	Cisternal	33
	swabs	33
	PVC corer	33
	EUS-FNA	33
	serological pipette	33
	DNA was extracted from 250 µL of seawater used forÊoyster larvae rearing	33
	telescopic sampling device ~3 m from the shoreline of the lake, filtered on 0.2 ?m polycarbonate filters (20?200 ml)	33
miscellaneous natural or artificial environment	Core sampler	33
	pen floor fecal collection	32
	collection of freshed feces	32
	in situ pump	32
	Settled dust was collected by a 1800 W vacuum cleaner equipped with a special dust Millipore Filter with a pore size of 6 µm (ALK Abello, Horsholm, Denmark). The dust Millipore Filter was attached inside the filter holder (ALK Abello, Horsholm, Denmark) and fitted at the end of vacuum’s tube. Dust vacummed procedures were performed for a period of four minutes, which two minutes on floor and another two minutes on other surfaces like chairs, tables.	32
	zooplankton net (280 µm)	32
	surface = grab; bottom = Van Dorn water sampler	32
	CPET	32
	Sterile sampling swab	32
	Feces sterile container	32
	Integrated Coring Platform with KC (Denmark) multicorer	32
	In-situ pump	32
	tooth brush	32
	pen floor collection of soil	32
	2mL water were filtered through a 0.22uM sterivex filter unit	32
	cannulae	32
	periphytometer	32
	SCUBA diving	32
	sediment coring	32
	Niskin bottle sampler	32
	sterile-gloved hands	32
	Ruttner Water Sampler	32
	serum bottle	32
	hand trovel	32
	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)	32
	25 soils cores of 5cm diameter and 10cm depth	32
	200 um zooplankton net	32
	HVAC filter	32
	fermented juice	32
	95EtOH	31
	Steel tube	31
	zooplankton net (60 µm)	31
	oral tube	31
	Lysis buffer	31
	not available	31
	Paper points	31
	cotton tipped swab	31
	biopsies	31
	DNA extraction	31
	Impingment sampler XMX/2L Mil, Dycor Technologies Ltd	31
	Filter	31
	by Niskin bottles	31
	50ml falcon tube	30
	unstimulated saliva	30
	push core sampler	30
	box grab	30
	biosep bead	30
	ESP (Environmental Sample Processor)	30
	Anderson sampler	30
	polypropylene bottle	30
	pumping	30
	Sterile plastic bag	30
	Extraction blank	30
	GUN forest soil	30
	Water was filtered via a sterile 50 ml syringe through a sterile Sterivex filter (	30
	Stable isotope probing experiment 12C-control	30
	DOI:10.1186/1472-6785-14-4	30
	topsoil/15-cm depth	30
	Yellow bowl water traps	30
	Dredge	30
	24 hour composite sampler	30
	Niskin_10L	30
	Stable isotope probing experiment 13C-SIP	30
	Ekman samples	30
	Acid-washed 20 L HDPE Carboy	30
	Rotary core barrel coring	30
	split tube sampler, 5 cm diameter	30
	Laser Microdissection	30
	Soil microcosm	30
	20 homogenized 2.5 cm diameter 10 cm deep cores	30
	Randomized collection	30
	ceramic tile	30
sediment	Multi-corer	30
	37-mm soil probe	30
	High Volume Sampler Ecotech, model: HiVol 3000, PM10 inlet	30
	sampled into a 1.5 mL of tube	29
	soil coring with Petri dishes	29
	Screw cap tube, liquid nitrogen frosting	29
	Sterile bottles and transporte refrigerated	29
	fliter on .2 um fliter	29
	spatula	29
	FIT	29
	Net located underneath main exudates trees.	29
	stainless steel scraper	29
	sterile needle & syringe	29
	Tangential Flow Filtration	29
	sterile 50 ml tube	29
	hammer	29
	Flow cytometry	29
	steril spatula	29
	Insitu Incubation	28
	sterile 1L nalgene bottles	28
	shavel	28
	anoxic sampling of enrichment incubation in modified widdel medium at defined time point	28
	FFPE	28
	TV grab	28
	38.5mm cork-borer	28
	Integrating Water sampler IWS II (Hydro-Bios,Germany)	28
	Miseq-illumina	28
	scrapping	28
	percussion drilling set	28
	sterilized spatula	28
	probe (2 cm diameter)	28
	tongue scraper	28
	Dry collector	28
	hand-operated Uwitec gravity coring system	28
	in situ large volume water sampler	27
	Dissected tissue	27
	DNA extraction from interface was harvested by filtration (sterile membrain) using PowerSoil DNA Isolation Kit	27
	water sampler, Sterivex	27
	plastic dental curettes	27
	net	27
	curette	27
	scat fixed in ethanol	27
water	Bottle	27
	1 L bottle of stream water	27
	Niskin bottles and 20, 3 and 0.2 u filters	27
	packer isolation	27
	MOUDI, model 143 100-NR	27
	1 m square net 202 um	27
	Gravity core	27
	polyester wipe	27
	steel corer	27
	sampled into a 1.5 mL of eppendorf tube	27
	Metabolic cages	27
	Niskin sampler - 5L	27
	2L-Kemmerer water sampler	27
	Sterile Plastic Coring Device	27
	endoscopic biopsy forceps during colonoscopy	26
	Brushing biomass from carrier and collection in in Eppendorf tube	26
	DOI:10.1038/ng.3695	26
water	multicorer	26
	pipet	26
	scraped from surface with cotton swab	26
	sterile spoon	26
	Seine Net	26
	magnet	26
	50 mL centrifuge tube	26
	steel bulb planter	26
	non	26
	0.22-micron Sterivex filter units	26
	sterile bottle and filtration	26
	Advanced piston core	26
	EcoMon_bongo_net	26
	Sea urchin body surfaces were scraped with a sterile scalpel	26
	RAMP sampler	26
	sterile_vial	26
	water sampler	25
	Soil core diameter 2 cm	25
	Collected into a 10L carboy dipped below the surface from a pier on the right bank of the river channel	25
	plankton tows followed by manual sorting	25
	Post-mortem isolation from caecum	25
	collected to 2 ml tube and freezed	25
	Seawater filtered onto 0.2 micron pore sized filters	25
	Broncho Fiberscope	25
	Orageneself-collectionkit(OG-500;DNAGenotek,USA)	25
	EB_Petrifilm	25
	collected to 96% EtOH	25
	Core Sampling	25
	sterile steel spatula	25
	['Collected from the bottom of 12-25 cm diameter rocks by pre-rinsing rocks with 0.2 micron filtered stream water, scrubbing rock surfaces with clean wire brushes, washing dislodged epilithon into a clean basin with 0.2 micron filtered stream water, and centrifuging at 5000 x G for 10 minutes in 50 ml conical bottom tubes', '']	25
	DOI:10.1038/ismej.2011.204	25
	Small glass vials	24
	Shaking	24
	Copan flocked swab, FLOQSwab tube 560C (COPAN Diagnostics Inc., Murrieta, CA)	24
	Column-based genomic DNA extraction	24
	collection tube	24
	Rumen	24
	commode specimen collection system	24
	Six soil cores were taken from the upper 15 cm at each plot and combined into one mixed sample	24
	Sampling of sediments from undisturbed gravity cores at regular intervals of 20 cm using syringes	24
	flame sterilized tweezers	24
	SAS Super DUO 360	24
	0.2µm SUPOR filter	24
	Rosette with 12 * 2 L bottles	24
	LifeGuard	24
	Buccal_OM	24
	Coriolis	24
	Hand cored methanogenic maximum established by MIMS	24
	Each site was sampled on 3 points located at 10 meters from each other to have 3 biological replicates. Each replicate was composed of four locations taken on the edges of a 10 cm square. At each location, the organic layer and the top 5 cm of mineral soil were sampled separately. About 100 mL of soil was collected for each replicate in a sterile Ziploc plastic bag, attempting not to disturb the internal sEach site was sampled on 3 points located at 10 meters from each other to have 3 biological replicates. Each replicate was composed of four locations taken on the edges of a 10 cm square. At each location, the organic layer and the top 5 cm of mineral soil were sampled separately. About 100 mL of soil was collected for each replicate in a sterile Ziploc plastic bag, attempting not to disturb the internal structure of the sample.tructure of the sample.	24
	internal thread cryogenic vials	24
	Buccal_PG	24
	Buccal_SD	24
	PCR control sample	24
	OMNIgene Oral kit (OM-505)	24
	Sediment samples (0 5 cm depth) were obtained with a Kajak tubular gravity sediment sampler	24
	Niskin bottle on CTD rosette	24
	Niskin bottle collection from water column; followed by experimental incubation on in situ array; followed by filtration onto a 0.2 µm polyethersulfone filter	24
	Neutrally buoyant sediment trap	24
	Falcone Tubes 50ml	24
	Net tow	24
	Syringe_and_hose	24
	Piezometer	24
	manual collection using cork borer	24
	Fine mesh leaf pack	24
	aerosol sampling device	24
	manually	24
water	surber	24
	Attached bacteria was collected followed the methods of Larue et al.(2005）	24
	excavating	24
	Viral Transport Media	24
	D-0 boring machine (TOHO CHIKAKOKI . CO. LTD,)	24
	Cyclone vacuum (DC61MH; Dyson)	24
	1 m depth integrated sampler	24
	Uhlig seawater ice method	24
	5cm depth 1cm i.d. metal core	24
	skin swabbing	24
	15 healthy plants (without any apparent disease symptoms) were collected at random	24
	surface sterilized spade	24
	sterilized soil probe	24
	polycarb_bottle	24
	polystyrene_petri_settling_dishes	24
	tissue scrapping	24
	5 g Terra core	24
	12” (30.5 cm) soil probe (Oakfield Apparatus, Wisconsin)	24
	250mL plastic centrifuge bottle	24
	Nylon mash	23
	Pooled 3 L sample across experimental plot (6 m x 12 m)	23
